timestamp,result,reaction_time
27-03-2023_19:40:03,1,2.5883169174194336
27-03-2023_19:40:05,1,2.0623998641967773
27-03-2023_19:40:06,1,1.330357313156128
27-03-2023_19:40:08,1,1.255366563796997
27-03-2023_19:40:09,1,1.1043720245361328
27-03-2023_19:40:10,1,0.7404069900512695
27-03-2023_19:40:11,1,1.5647361278533936
27-03-2023_19:40:12,1,1.0422375202178955
27-03-2023_19:40:13,1,1.2985999584197998
27-03-2023_19:40:16,1,2.090567111968994
27-03-2023_19:40:17,1,1.2215893268585205
27-03-2023_19:40:18,1,1.3727974891662598
27-03-2023_19:40:20,0,2.2936625480651855
27-03-2023_19:40:21,1,0.9569487571716309
27-03-2023_19:40:23,1,1.3424060344696045
27-03-2023_19:40:24,0,1.6364459991455078
27-03-2023_19:40:25,1,0.697413444519043
27-03-2023_19:40:27,0,1.5303900241851807
27-03-2023_19:40:28,1,1.1997826099395752
27-03-2023_19:40:29,0,1.1587865352630615
27-03-2023_19:40:29,0,0.4230513572692871
27-03-2023_19:40:31,0,1.1024219989776611
27-03-2023_19:40:32,0,1.071875810623169
27-03-2023_19:40:33,0,1.2147583961486816
27-03-2023_19:40:33,1,0.6509244441986084
27-03-2023_19:40:35,1,1.3903264999389648
27-03-2023_19:40:36,1,1.1860325336456299
27-03-2023_19:40:37,1,0.8886241912841797
27-03-2023_19:40:38,1,1.0232877731323242
27-03-2023_19:40:39,0,1.4133832454681396
27-03-2023_19:40:40,1,0.5061736106872559
27-03-2023_19:40:41,0,1.0790445804595947
27-03-2023_19:40:42,1,1.1849193572998047
27-03-2023_19:40:43,1,0.9808902740478516
27-03-2023_19:40:44,0,0.4598269462585449
27-03-2023_19:40:44,1,0.5450656414031982
27-03-2023_19:40:45,0,1.0019097328186035
27-03-2023_19:40:47,0,1.445619821548462
27-03-2023_19:40:47,1,0.04587602615356445
27-03-2023_19:40:48,1,1.184401512145996
27-03-2023_19:40:49,1,1.0198400020599365
27-03-2023_19:40:50,0,1.1110751628875732
27-03-2023_19:40:51,0,0.866213321685791
27-03-2023_19:40:52,1,1.2350788116455078
27-03-2023_19:40:52,0,0.4146888256072998
27-03-2023_19:40:53,0,0.4906933307647705
27-03-2023_19:40:53,1,0.42984485626220703
27-03-2023_19:40:54,1,0.5010256767272949
27-03-2023_19:40:55,1,0.9280343055725098
27-03-2023_19:40:56,1,1.03183913230896
27-03-2023_19:40:57,1,1.1186027526855469
27-03-2023_19:40:58,0,0.8766541481018066
27-03-2023_19:40:59,1,1.1134133338928223
27-03-2023_19:40:59,0,0.526592493057251
27-03-2023_19:41:00,0,0.7933647632598877
27-03-2023_19:41:01,1,0.9773609638214111
27-03-2023_19:41:02,0,1.1900498867034912
27-03-2023_19:41:04,0,1.1550540924072266
27-03-2023_19:41:04,0,0.6472470760345459
27-03-2023_19:41:05,1,1.1264586448669434
27-03-2023_19:41:06,1,1.0490236282348633
27-03-2023_19:41:07,0,0.8437206745147705
27-03-2023_19:41:08,0,1.050553798675537
27-03-2023_19:41:10,1,1.2695622444152832
27-03-2023_19:41:10,1,0.6814842224121094
27-03-2023_19:41:11,0,0.946608304977417
27-03-2023_19:41:12,1,0.590045690536499
27-03-2023_19:41:12,1,0.4864635467529297
27-03-2023_19:41:13,1,1.041043758392334
27-03-2023_19:41:14,1,0.8584418296813965
27-03-2023_19:41:15,1,0.6901586055755615
27-03-2023_19:41:15,1,0.5307674407958984
27-03-2023_19:41:16,1,0.5794358253479004
27-03-2023_19:41:17,0,0.6676554679870605
27-03-2023_19:41:17,1,0.6203417778015137
27-03-2023_19:41:18,0,0.63681960105896
27-03-2023_19:41:19,0,1.091637134552002
27-03-2023_19:41:20,1,0.642441987991333
27-03-2023_19:41:20,1,0.43184828758239746
27-03-2023_19:41:21,0,0.8677139282226562
27-03-2023_19:41:22,1,0.8841071128845215
27-03-2023_19:41:23,1,1.1274120807647705
27-03-2023_19:41:23,1,0.45676255226135254
27-03-2023_19:41:24,1,0.9549529552459717
27-03-2023_19:41:25,0,0.8062801361083984
27-03-2023_19:41:26,1,0.5612585544586182
27-03-2023_19:41:26,0,0.47373008728027344
27-03-2023_19:41:27,1,0.609405517578125
27-03-2023_19:41:27,1,0.5575497150421143
27-03-2023_19:41:28,0,0.5824418067932129
27-03-2023_19:41:28,0,0.5282175540924072
